	GSM4072022
Tomm34	742
Tomm40	1256
Tomm40l	1380
Tomm5	1046
Tomm6	910
Tomm7	820
Tomm70a	3086
Tomt	9
Tonsl	1245
Top1	2489
Top1mt	481
Top2a	558
Top2b	3496
Top3a	352
Top3b	1327
Topaz1	4
Topbp1	1129
Topors	1127
Toporsl	1
Toporsos	192
Tor1a	443
Tor1aip1	2650
Tor1aip2	4046
Tor1b	1325
Tor2a	551
Tor3a	924
Tor4a	531
Tox	206
Tox2	37
Tox3	4
Tox4	1860
Tpbg	126
Tpbgl	287
Tpbpa	0
Tpbpb	0
Tpcn1	1839
Tpcn2	952
Tpd52	1303
Tpd52-ps	2
Tpd52l1	149
Tpd52l2	1820
Tpgs1	332
Tpgs2	363
Tph1	21
Tph2	2
Tpi-rs11	0
Tpi-rs2	0
Tpi-rs8	0
Tpi1	13444
Tpk1	758
Tpm1	15926
Tpm2	23193
Tpm3	9302
Tpm3-rs2	0
Tpm3-rs7	0
Tpm4	3982
Tpmt	150
Tpo	1
Tpp1	2810
Tpp2	2463
Tppp	1652
Tppp2	0
Tppp3	1079
Tpr	5248
Tpra1	882
Tprg	1
Tprgl	2851
Tprkb	511
Tprn	144
Tpsab1	7
Tpsb2	106
Tpsg1	2
Tpst1	828
Tpst2	775
Tpt1	9287
Tpt1-ps1	0
Tpt1-ps2	0
Tpt1-ps3	1278
Tpt1-ps4	0
Tpt1-ps5	1
Tpt1-ps6	7
Tpte	14
Tpx2	131
Tra2a	2686
Tra2b	2215
Tra2b-ps	0
Trabd	1136
Trabd2b	477
Trac	101
Tradd	266
Traf1	511
Traf2	766
Traf3	1057
Traf3ip1	226
Traf3ip2	244
Traf3ip3	313
Traf4	1063
Traf5	995
Traf6	1033
Traf7	1572
Trafd1	2195
Traip	38
Traj1	0
Traj11	0
Traj12	0
Traj13	0
Traj14	0
Traj15	0
Traj16	0
Traj17	0
Traj18	0
Traj19	0
Traj2	0
Traj20	0
Traj21	0
Traj22	0
Traj23	0
Traj24	0
Traj25	0
Traj26	0
Traj27	0
Traj28	0
Traj29	0
Traj3	0
Traj30	0
Traj31	0
Traj32	0
Traj33	0
Traj34	0
Traj35	0
Traj36	0
Traj37	0
Traj38	0
Traj39	0
Traj4	0
Traj40	0
Traj41	0
Traj42	0
Traj43	0
Traj44	0
Traj45	0
Traj46	0
Traj47	0
Traj48	0
Traj49	0
Traj5	0
Traj50	0
Traj51	0
Traj52	0
Traj53	0
Traj54	0
Traj55	0
Traj56	0
Traj57	0
Traj58	0
Traj59	0
Traj6	0
Traj60	0
Traj61	0
Traj7	0
Traj8	0
Traj9	0
Trak1	4792
Trak2	3141
Tram1	2116
Tram1l1	13
Tram2	387
Trank1	11
Trap1	4558
Trap1a	1
Trappc1	481
Trappc10	2589
Trappc11	1522
Trappc12	1259
Trappc13	1194
Trappc2	337
Trappc2l	447
Trappc3	1218
Trappc3l	0
Trappc4	961
Trappc5	908
Trappc6a	568
Trappc6b	913
Trappc8	2675
Trappc9	2022
Trat1	6
Trav1	2
Trav10	1
Trav10d	1
Trav10n	0
Trav11	0
Trav11d	0
Trav11n	0
Trav12-1	1
Trav12-2	0
Trav12-3	1
Trav12-4	0
Trav12d-1	1
Trav12d-2	0
Trav12d-3	0
Trav12n-1	1
Trav12n-2	0
Trav12n-3	0
Trav13-1	0
Trav13-2	0
Trav13-3	0
Trav13-4-dv7	3
Trav13d-1	1
Trav13d-2	0
Trav13d-3	0
Trav13d-4	0
Trav13n-1	0
Trav13n-2	0
Trav13n-3	0
Trav13n-4	0
Trav14-1	0
Trav14-2	3
Trav14-3	0
Trav14d-1	0
Trav14d-2	0
Trav14d-3-dv8	2
Trav14n-1	0
Trav14n-2	0
Trav14n-3	2
Trav15-1-dv6-1	0
Trav15-2-dv6-2	0
Trav15-3	0
Trav15d-1-dv6d-1	0
Trav15d-2-dv6d-2	1
Trav15d-3	0
Trav15n-1	1
Trav15n-2	1
Trav15n-3	0
Trav16	0
Trav16d-dv11	0
Trav16n	0
Trav17	0
Trav18	0
Trav19	0
Trav2	0
Trav20	1
Trav21-dv12	1
Trav22	1
Trav23	0
Trav3-1	0
Trav3-2	0
Trav3-3	0
Trav3-4	0
Trav3d-2	0
Trav3d-3	0
Trav3n-2	0
Trav3n-3	0
Trav4-1	0
Trav4-2	0
Trav4-3	0
Trav4-4-dv10	1
Trav4d-2	0
Trav4d-3	0
Trav4d-4	0
Trav4n-3	0
Trav4n-4	0
Trav5-1	0
Trav5-2	0
Trav5-4	0
Trav5d-2	0
Trav5d-3	0
Trav5d-4	0
Trav5n-2	0
Trav5n-3	0
Trav5n-4	0
Trav6-1	0
Trav6-2	1
Trav6-3	0
Trav6-4	0
Trav6-5	2
Trav6-6	0
Trav6-7-dv9	0
Trav6d-3	0
Trav6d-4	0
Trav6d-5	1
Trav6d-6	0
Trav6d-7	0
Trav6n-5	1
Trav6n-6	0
Trav6n-7	0
Trav7-1	0
Trav7-2	0
Trav7-3	0
Trav7-4	0
Trav7-5	0
Trav7-6	0
Trav7d-2	0
Trav7d-3	1
Trav7d-4	1
Trav7d-5	0
Trav7n-4	0
Trav7n-5	0
Trav7n-6	0
Trav8-1	2
Trav8-2	0
Trav8d-1	0
Trav8d-2	0
Trav8n-2	0
Trav9-1	0
Trav9-2	1
Trav9-4	2
Trav9d-1	1
Trav9d-2	0
Trav9d-3	1
Trav9d-4	2
Trav9n-1	0
Trav9n-2	0
Trav9n-3	1
Trav9n-4	0
Trbc1	123
Trbc2	200
Trbd1	0
Trbd2	0
Trbj1-1	0
Trbj1-2	0
Trbj1-3	0
Trbj1-4	0
Trbj1-5	0
Trbj1-6	0
Trbj1-7	0
Trbj2-1	0
Trbj2-2	0
Trbj2-3	0
Trbj2-4	0
Trbj2-5	0
Trbj2-6	0
Trbj2-7	0
Trbv1	2
Trbv10	0
Trbv11	0
Trbv12-1	0
Trbv12-2	4
Trbv12-3	0
Trbv13-1	1
Trbv13-2	5
Trbv13-3	0
Trbv14	0
Trbv15	3
Trbv16	6
Trbv17	2
Trbv18	0
Trbv19	4
Trbv2	6
Trbv20	0
Trbv21	0
Trbv22	0
Trbv23	2
Trbv24	1
Trbv25	0
Trbv26	2
Trbv27	0
Trbv28	0
Trbv29	1
Trbv3	16
Trbv30	0
Trbv31	1
Trbv4	3
Trbv5	3
Trbv6	0
Trbv7	0
Trbv8	0
Trbv9	0
Trcg1	18
Trdc	56
Trdd1	0
Trdd2	0
Trdj1	0
Trdj2	0
Trdmt1	229
Trdn	2508
Trdv1	0
Trdv2-1	0
Trdv2-2	3
Trdv3	0
Trdv4	6
Trdv5	1
Treh	1
Trem1	8
Trem2	997
Trem3	1
Treml1	1
Treml2	57
Treml4	14
Trex1	336
Trex2	3
Trf	11131
Trgj1	0
Trgj2	0
Trgj3	0
Trgj4	0
Trgv2	2
Trh	1
Trhde	157
Trhr	14
Trhr2	0
Triap1	263
Trib1	910
Trib2	549
Trib3	434
Tril	377
Trim10	4
Trim11	793
Trim12a	1139
Trim12c	997
Trim13	109
Trim14	520
Trim15	16
Trim16	943
Trim17	131
Trim2	1393
Trim21	485
Trim23	775
Trim24	2823
Trim25	2616
Trim26	1103
Trim27	678
Trim28	1508
Trim29	112
Trim3	663
Trim30a	1946
Trim30b	116
Trim30c	52
Trim30d	715
Trim30e-ps1	0
Trim31	0
Trim32	381
Trim33	1605
Trim34a	836
Trim34b	7
Trim35	2620
Trim36	102
Trim37	683
Trim38	1
Trim39	719
Trim40	0
Trim41	1010
Trim42	0
Trim43a	12
Trim43b	43
Trim43c	73
Trim44	4092
Trim45	159
Trim46	43
Trim47	555
Trim5	306
Trim50	5
Trim52	35
Trim54	487
Trim55	152
Trim56	3002
Trim58	7
Trim59	80
Trim6	97
Trim60	3
Trim61	0
Trim62	79
Trim63	508
Trim65	658
Trim66	72
Trim67	463
Trim68	369
Trim69	6
Trim7	421
Trim71	14
Trim72	927
Trim75	5
Trim8	1049
Trim80	7
Trim9	39
Triml1	131
Triml2	27
Trio	3289
Triobp	1414
Trip10	1041
Trip11	3463
Trip12	8671
Trip13	46
Trip4	1136
Trip6	714
Triqk	136
Trit1	700
Trmo	131
Trmt1	820
Trmt10a	218
Trmt10b	163
Trmt10c	514
Trmt11	213
Trmt112	406
Trmt112-ps1	0
Trmt112-ps2	26
Trmt12	177
Trmt13	228
Trmt1l	936
Trmt2a	704
Trmt2b	1579
Trmt44	290
Trmt5	222
Trmt6	385
Trmt61a	152
Trmu	420
Trnau1ap	488
Trnp1	25
Trnt1	904
Tro	165
Troap	21
Trove2	1219
Trp53	415
Trp53-ps	0
Trp53bp1	1210
Trp53bp2	623
Trp53i11	1040
Trp53i13	220
Trp53inp1	2694
Trp53inp2	7308
Trp53rka	299
Trp53rkb	154
Trp53tg5	7
Trp63	135
Trp73	8
Trpa1	1
Trpc1	252
Trpc2	0
Trpc3	224
Trpc4	15
Trpc4ap	3771
Trpc5	2
Trpc5os	1
Trpc6	150
Trpc7	35
Trpd52l3	0
Trpm1	27
Trpm2	150
Trpm3	82
Trpm4	740
Trpm5	17
Trpm6	56
Trpm7	3527
Trpm8	0
Trps1	3380
Trpt1	259
Trpv1	60
Trpv2	501
Trpv3	43
Trpv4	132
Trpv5	0
Trpv6	6
Trrap	4085
Trub1	431
Trub2	830
Try10	0
Try4	0
Try5	8
Tsacc	37
Tsc1	1647
Tsc2	3443
Tsc22d1	4289
Tsc22d2	2091
Tsc22d3	2436
Tsc22d4	957
Tsen15	255
Tsen2	237
Tsen34	976
Tsen54	233
Tsfm	711
Tsg101	1215
Tsg101-ps	0
Tsga10	399
Tsga10ip	2
Tsga13	1
Tsga8	0
Tshb	79
Tshr	548
Tshz1	965
Tshz2	856
Tshz3	140
Tsks	1
Tsku	2163
Tslp	7
Tsn	1663
Tsnax	1752
Tsnaxip1	3
Tspan1	73
Tspan10	3
Tspan11	192
Tspan12	3892
Tspan13	1225
Tspan14	1941
Tspan15	1469
Tspan17	823
Tspan18	4541
Tspan2	363
Tspan3	3274
Tspan31	1192
Tspan32	230
Tspan33	119
Tspan4	1784
Tspan5	518
Tspan6	264
Tspan7	1257
Tspan8	119
Tspan9	928
Tspear	0
Tspo	6033
Tspo2	12
Tspy-ps	0
Tspyl1	1653
Tspyl2	518
Tspyl3	55
Tspyl4	289
Tspyl5	53
Tsr1	527
Tsr2	348
Tsr3	250
Tssc1	325
Tssc4	368
Tssk1	21
Tssk2	7
Tssk3	6
Tssk4	16
Tssk5	1
Tssk6	30
Tst	627
Tsta3	385
Tstd1	9
Tstd2	1166
Tstd3	493
Tsx	1
Ttbk1	54
Ttbk2	1255
Ttc1	780
Ttc12	145
Ttc13	1196
Ttc14	2420
Ttc16	34
Ttc17	1113
Ttc19	1426
Ttc21a	2
Ttc21b	345
Ttc22	26
Ttc23	499
Ttc23l	0
Ttc24	0
Ttc25	863
Ttc26	93
Ttc27	347
Ttc28	2256
Ttc29	0
Ttc3	3120
Ttc30a1	87
Ttc30a2	30
Ttc30b	420
Ttc32	133
Ttc33	818
Ttc34	2
Ttc36	9
Ttc37	1304
Ttc38	1192
Ttc39a	116
Ttc39b	1350
Ttc39c	533
Ttc39d	4
Ttc4	716
Ttc41	50
Ttc5	514
Ttc6	150
Ttc7	1271
Ttc7b	1908
Ttc8	231
Ttc9	49
Ttc9b	10
Ttc9c	973
Ttf1	657
Ttf2	478
Tti1	728
Tti2	588
Ttk	28
Ttl	983
Ttll1	182
Ttll10	23
Ttll11	89
Ttll12	581
Ttll13	21
Ttll2	2
Ttll3	189
Ttll4	784
Ttll5	758
Ttll6	0
Ttll7	587
Ttll8	1
Ttll9	11
Ttn	613376
Ttpa	125
Ttpal	1122
Ttr	5
Ttyh1	145
Ttyh2	1745
Ttyh3	654
Tub	87
Tuba1a	4122
Tuba1b	5426
Tuba1c	768
Tuba3a	5
Tuba3b	1
Tuba4a	1591
Tuba8	1230
Tubal3	5
Tubb1	10
Tubb2a	1972
Tubb2b	135
Tubb3	13
Tubb4a	49
Tubb4b	4366
Tubb4b-ps1	0
Tubb4b-ps2	0
Tubb5	4476
Tubb6	742
Tubd1	184
Tube1	63
Tubg1	751
Tubg2	17
Tubgcp2	818
Tubgcp3	1072
Tubgcp4	1259
Tubgcp5	512
Tubgcp6	1045
Tufm	3176
Tuft1	90
Tulp1	150
Tulp2	7
Tulp3	433
Tulp4	6855
Tunar	19
Tusc1	119
Tusc2	791
Tusc3	1130
Tusc5	7745
Tut1	464
Tvp23a	62
Tvp23b	474
Twf1	1458
Twf2	964
Twist1	472
Twist2	128
Twistnb	357
Twsg1	1704
Txk	127
Txlna	1534
Txlnb	2511
Txlng	2262
Txn-ps1	0
Txn1	2243
Txn2	1672
Txndc11	1150
Txndc12	837
Txndc15	1164
Txndc16	1104
Txndc17	782
Txndc2	0
Txndc5	2043
Txndc8	0
Txndc9	1459
Txnip	37073
Txnl1	1820
Txnl4a	405
Txnl4b	409
Txnrd1	2770
Txnrd2	1272
Txnrd3	508
Tyk2	1104
Tymp	78
Tyms	663
Tyr	25
Tyro3	125
Tyrobp	648
Tyrp1	0
Tysnd1	2762
Tyw1	680
Tyw3	127
Tyw5	206
U2af1	590
U2af1l4	748
U2af2	1898
U2surp	2952
U90926	1
Uaca	1847
Uap1	1544
Uap1l1	722
Uba1	8702
Uba1y	67
Uba1y-ps1	0
Uba1y-ps2	0
Uba2	1809
Uba3	1579
Uba5	1029
Uba52	7095
Uba6	953
Uba7	1998
Ubac1	1509
Ubac2	879
Ubald1	945
Ubald2	569
Ubap1	1760
Ubap1l	22
Ubap2	756
Ubap2l	3615
Ubash3a	86
Ubash3b	258
Ubb	8374
Ubc	61440
Ubd	601
Ube2a	397
Ube2b	2646
Ube2c	274
Ube2cbp	21
Ube2d-ps	420
Ube2d1	368
Ube2d2a	1820
Ube2d2b	33
Ube2d3	9979
Ube2d4	0
Ube2dnl1	0
Ube2dnl2	0
Ube2e1	699
Ube2e2	503
Ube2e3	763
Ube2f	1383
Ube2g1	1232
Ube2g2	1109
Ube2h	3336
Ube2i	2177
Ube2j1	1666
Ube2j2	889
Ube2k	1690
Ube2l3	2462
Ube2l3-ps1	0
Ube2l6	741
Ube2m	2803
Ube2n	1268
Ube2n-ps1	238
Ube2nl	0
Ube2o	851
Ube2q1	1361
Ube2q2	1611
Ube2ql1	6
Ube2r2	1750
Ube2s	1316
Ube2t	104
Ube2u	2
Ube2v1	2288
Ube2v2	518
Ube2w	1247
Ube2z	1519
Ube3a	6372
Ube3b	3340
Ube3c	2711
Ube4a	2509
Ube4b	3442
Ubfd1	1512
Ubiad1	583
Ubl3	4075
Ubl4a	923
Ubl4b	0
Ubl5	905
Ubl7	696
Ublcp1	649
Ubn1	2386
Ubn2	3190
Ubox5	249
Ubp1	2166
Ubqln1	5101
Ubqln2	368
Ubqln3	0
Ubqln4	1760
Ubqlnl	0
Ubr1	2581
Ubr2	3537
Ubr3	7244
Ubr4	15080
Ubr5	8859
Ubr7	1047
Ubtd1	354
Ubtd2	101
Ubtf	2666
Ubtfl1	10
Ubxn1	2102
Ubxn10	3
Ubxn11	83
Ubxn2a	2394
Ubxn2b	340
Ubxn4	2990
Ubxn6	1579
Ubxn7	2096
Ubxn8	457
Uchl1	21
Uchl3	415
Uchl4	88
Uchl5	423
Uck1	6998
Uck2	723
Uckl1	958
Ucma	0
Ucn	7
Ucn2	3
Ucn3	0
Ucp1	42880
Ucp2	3707
Ucp3	2031
Uevld	1008
Ufc1	1591
Ufd1l	1536
Ufl1	876
Ufm1	1076
Ufsp1	122
Ufsp2	838
Ugcg	1252
Ugdh	997
Uggt1	3074
Uggt2	505
Ugp2	11244
Ugt1a1	75
Ugt1a10	0
Ugt1a2	60
Ugt1a5	97
Ugt1a6a	897
Ugt1a6b	523
Ugt1a7c	351
Ugt1a8	22
Ugt1a9	15
Ugt2a1	0
Ugt2a2	0
Ugt2a3	1
Ugt2b1	3
Ugt2b34	1
Ugt2b35	1
Ugt2b36	3
Ugt2b37	0
Ugt2b38	0
Ugt2b5	0
Ugt3a1	22
Ugt3a2	39
Ugt8a	21
Uhmk1	7120
Uhrf1	210
Uhrf1bp1	1952
Uhrf1bp1l	1470
Uhrf2	1861
Uimc1	806
Ulbp1	88
Ulk1	2272
Ulk2	2513
Ulk3	308
Ulk4	179
Umad1	288
Umod	0
Umodl1	0
Umps	641
Unc119	352
Unc119b	1083
Unc13a	196
Unc13b	902
Unc13c	11
Unc13d	336
Unc45a	1320
Unc45b	879
Unc50	778
Unc5a	831
Unc5b	610
Unc5c	166
Unc5cl	24
Unc5d	35
Unc79	43
Unc80	18
Unc93a	65
Unc93b1	2732
Uncx	4
Ung	154
Unk	570
Unkl	502
Uox	18
Upb1	178
Upf1	1847
Upf2	1071
Upf3a	968
Upf3b	418
Upk1a	13
Upk1b	10
Upk2	4
Upk3a	57
Upk3b	2
Upk3bl	3
Upp1	60
Upp2	89
Uprt	365
Uqcc1	2858
Uqcc2	943
Uqcc3	644
Uqcr10	5241
Uqcr11	5861
Uqcrb	6412
Uqcrc1	26652
Uqcrc2	15376
Uqcrfs1	11432
Uqcrh	7537
Uqcrh-ps1	0
Uqcrh-ps2	0
Uqcrq	3977
Urad	0
Urah	33
Urb1	996
Urb2	459
Urgcp	2298
Uri1	961
Urm1	769
Uroc1	6
Urod	1818
Uros	499
Usb1	280
Use1	1126
Usf1	727
Usf2	1645
Usf2-ps1	0
Usf3	3105
Ush1c	1
Ush1g	7
Ush2a	3
Ushbp1	2079
Usmg5	2101
Uso1	1977
Usp1	643
Usp10	2036
Usp11	203
Usp12	1093
Usp13	1664
Usp14	1729
Usp15	2677
Usp16	1655
Usp17la	116
Usp17lb	0
Usp17lc	34
Usp17ld	0
Usp17le	0
Usp17le-ps	0
Usp18	1554
Usp19	3568
Usp2	766
Usp20	666
Usp21	443
Usp22	2633
Usp24	6935
Usp25	3078
Usp26	2
Usp27x	104
Usp28	466
Usp29	217
Usp3	1167
Usp30	586
Usp31	1342
Usp32	1829
Usp33	2459
Usp34	5179
Usp35	363
Usp36	945
Usp37	948
Usp38	1283
Usp39	554
Usp4	3278
Usp40	2231
Usp42	457
Usp43	50
Usp44	7
Usp45	1202
Usp46	1100
Usp47	5541
Usp48	3027
Usp49	491
Usp5	2937
Usp50	1312
Usp51	3
Usp53	1205
Usp54	469
Usp6nl	783
Usp7	3502
Usp8	3175
Usp9x	11538
Usp9y	0
Uspl1	1200
Ust	304
Utf1	2
Utp11l	608
Utp14a	560
Utp14b	771
Utp14b-ps1	19
Utp15	400
Utp18	566
Utp20	1041
Utp23	391
Utp3	448
Utp6	1130
Utrn	13210
Uts2	3
Uts2b	2
Uts2r	11
Uty	114
Uvrag	1978
Uvssa	934
Uxs1	421
Uxt	354
V1ra8	2
V1rd19	0
V1rg10	0
Vac14	1164
Vamp1	1042
Vamp2	737
Vamp3	1500
Vamp4	522
Vamp5	288
Vamp7	390
Vamp7-ps	0
Vamp8	1224
Vangl1	419
Vangl2	118
Vapa	2718
Vapb	3609
Vars	1483
Vars2	1002
Vash1	185
Vash2	48
Vasn	757
Vasp	1462
Vat1	4030
Vat1l	123
Vav1	426
Vav2	1389
Vav3	1342
Vax1	0
Vax2	4
Vbp1	454
Vcam1	1138
Vcan	575
Vcl	4658
Vcp	9368
Vcp-rs	0
Vcpip1	1983
Vcpkmt	77
Vdac1	11446
Vdac2	5968
Vdac3	3713
Vdac3-ps1	5
Vdr	169
Vegfa	9854
Vegfb	710
Vegfc	98
Veph1	130
Vezf1	1446
Vezt	1173
Vgf	4
Vgll1	0
Vgll2	125
Vgll3	434
Vgll4	2661
Vhl	579
Vhl-ps1	0
Vil1	9
Vill	355
Vim	21157
Vimp	592
Vip	0
Vipas39	988
Vipr1	80
Vipr2	38
Vit	65
Vkorc1	249
Vkorc1l1	1811
Vldlr	4700
Vma21	901
Vma21-ps	0
Vmac	361
Vmn1r-ps1	0
Vmn1r-ps10	0
Vmn1r-ps100	0
Vmn1r-ps102	0
Vmn1r-ps103	0
Vmn1r-ps104	0
Vmn1r-ps106	0
Vmn1r-ps107	3
Vmn1r-ps108	0
Vmn1r-ps109	0
Vmn1r-ps11	0
Vmn1r-ps110	0
Vmn1r-ps111	0
Vmn1r-ps112	0
Vmn1r-ps113	0
Vmn1r-ps114	0
Vmn1r-ps116	0
Vmn1r-ps12	0
Vmn1r-ps120	0
Vmn1r-ps123	0
Vmn1r-ps125	0
Vmn1r-ps126	0
Vmn1r-ps127	0
Vmn1r-ps128	163
Vmn1r-ps13	0
Vmn1r-ps132	0
Vmn1r-ps135	0
Vmn1r-ps14	0
Vmn1r-ps141	0
Vmn1r-ps142	0
Vmn1r-ps143	0
Vmn1r-ps144	0
Vmn1r-ps145	0
Vmn1r-ps146	1
Vmn1r-ps147	0
Vmn1r-ps148	0
Vmn1r-ps149	0
Vmn1r-ps15	0
Vmn1r-ps150	1
Vmn1r-ps151	2
Vmn1r-ps152	0
Vmn1r-ps16	0
Vmn1r-ps17	0
Vmn1r-ps18	0
Vmn1r-ps19	0
Vmn1r-ps2	0
Vmn1r-ps20	0
Vmn1r-ps21	0
Vmn1r-ps22	0
Vmn1r-ps23	0
Vmn1r-ps24	0
Vmn1r-ps25	0
Vmn1r-ps26	0
Vmn1r-ps27	0
Vmn1r-ps28	0
Vmn1r-ps29	0
Vmn1r-ps3	0
Vmn1r-ps31	0
Vmn1r-ps32	0
Vmn1r-ps34	0
Vmn1r-ps40	0
Vmn1r-ps45	0
Vmn1r-ps46	0
Vmn1r-ps47	0
Vmn1r-ps48	0
Vmn1r-ps49	0
Vmn1r-ps5	3
Vmn1r-ps51	0
Vmn1r-ps52	0
Vmn1r-ps53	0
Vmn1r-ps55	0
Vmn1r-ps56	0
Vmn1r-ps57	0
Vmn1r-ps58	0
Vmn1r-ps59	0
Vmn1r-ps6	0
Vmn1r-ps60	0
Vmn1r-ps61	0
Vmn1r-ps62	6
Vmn1r-ps63	14
Vmn1r-ps64	0
Vmn1r-ps65	0
Vmn1r-ps66	0
Vmn1r-ps67	0
Vmn1r-ps68	0
Vmn1r-ps69	0
Vmn1r-ps7	0
Vmn1r-ps70	0
Vmn1r-ps71	0
Vmn1r-ps73	2
Vmn1r-ps74	0
Vmn1r-ps75	0
Vmn1r-ps76	0
Vmn1r-ps77	0
Vmn1r-ps78	0
Vmn1r-ps79	0
Vmn1r-ps8	0
Vmn1r-ps80	0
Vmn1r-ps83	0
Vmn1r-ps84	0
Vmn1r-ps85	0
Vmn1r-ps86	0
Vmn1r-ps9	0
Vmn1r-ps92	0
Vmn1r-ps93	0
Vmn1r-ps94	0
Vmn1r-ps95	0
Vmn1r-ps97	3
Vmn1r-ps99	0
Vmn1r1	0
Vmn1r10	0
Vmn1r100	0
Vmn1r101	0
Vmn1r103	0
Vmn1r104	0
Vmn1r107	0
Vmn1r11	0
Vmn1r111	0
Vmn1r112	0
Vmn1r113	0
Vmn1r114	0
Vmn1r115	0
Vmn1r116	0
Vmn1r117	0
Vmn1r118	0
Vmn1r119	0
Vmn1r12	0
Vmn1r120	0
Vmn1r121	0
Vmn1r122	0
Vmn1r123	0
Vmn1r124	0
Vmn1r125	0
Vmn1r126	0
Vmn1r127	0
Vmn1r128	0
Vmn1r129	0
Vmn1r13	0
Vmn1r130	0
Vmn1r131	0
Vmn1r132	0
Vmn1r135	0
Vmn1r137	0
Vmn1r138	0
Vmn1r139	0
Vmn1r14	0
Vmn1r142	0
Vmn1r143	0
Vmn1r148	0
Vmn1r149	0
Vmn1r15	0
Vmn1r151	0
Vmn1r152	0
Vmn1r155	0
Vmn1r157	0
Vmn1r158	0
Vmn1r159	0
Vmn1r16	0
Vmn1r160	0
Vmn1r163	0
Vmn1r165	0
Vmn1r166	0
Vmn1r167	0
Vmn1r168	0
Vmn1r169	0
Vmn1r17	0
Vmn1r170	0
Vmn1r171	0
Vmn1r172	0
Vmn1r173	0
Vmn1r174	0
Vmn1r175	0
Vmn1r176	0
Vmn1r177	0
Vmn1r178	0
Vmn1r179	0
Vmn1r18	0
Vmn1r180	0
Vmn1r181	0
Vmn1r183	0
Vmn1r184	0
Vmn1r185	0
Vmn1r186	0
Vmn1r188	0
Vmn1r189	0
Vmn1r19	0
Vmn1r190-ps	0
Vmn1r191	0
Vmn1r192	0
Vmn1r193	0
Vmn1r194	0
Vmn1r195	0
Vmn1r196	0
Vmn1r197	0
Vmn1r198	0
Vmn1r199	0
Vmn1r2	0
Vmn1r20	0
Vmn1r200	0
Vmn1r201	0
Vmn1r202	0
Vmn1r203	0
Vmn1r204	0
Vmn1r205	0
Vmn1r206	0
Vmn1r207-ps	0
Vmn1r208	0
Vmn1r209	0
Vmn1r21	1
Vmn1r210	1
Vmn1r211	0
Vmn1r212	0
Vmn1r213	0
Vmn1r214	0
Vmn1r215	0
Vmn1r216	0
Vmn1r217	0
Vmn1r218	0
Vmn1r219	0
Vmn1r22	0
Vmn1r220	0
Vmn1r221	0
Vmn1r222	0
Vmn1r223	0
Vmn1r224	0
Vmn1r225	0
Vmn1r226	0
Vmn1r228	0
Vmn1r229	0
Vmn1r23	0
Vmn1r230	0
Vmn1r231	0
Vmn1r232	0
Vmn1r233	0
Vmn1r234	0
Vmn1r235	0
Vmn1r236	1
Vmn1r237	0
Vmn1r238	0
Vmn1r239-ps	0
Vmn1r24	0
Vmn1r25	0
Vmn1r26	0
Vmn1r27	0
Vmn1r28	0
Vmn1r29	0
Vmn1r3	0
Vmn1r30	0
Vmn1r31	0
Vmn1r32	1
Vmn1r33	0
Vmn1r34	0
Vmn1r35	0
Vmn1r36	0
Vmn1r37	0
Vmn1r38	0
Vmn1r39	0
Vmn1r4	27
Vmn1r40	0
Vmn1r41	0
Vmn1r42	1
Vmn1r43	0
Vmn1r44	0
Vmn1r45	0
Vmn1r46	0
Vmn1r47	0
Vmn1r48	0
Vmn1r49	0
Vmn1r5	0
Vmn1r50	0
Vmn1r51	0
Vmn1r52	0
Vmn1r53	1
Vmn1r54	0
Vmn1r55	0
Vmn1r56	0
Vmn1r57	0
Vmn1r58	896
Vmn1r59	0
Vmn1r6	0
Vmn1r60	0
Vmn1r61	19
Vmn1r62	0
Vmn1r63	1
Vmn1r64	0
Vmn1r65	107
Vmn1r66	0
Vmn1r67	0
Vmn1r68	0
Vmn1r69	0
Vmn1r7	0
Vmn1r70	0
Vmn1r71	0
Vmn1r72	0
Vmn1r73	0
Vmn1r74	0
Vmn1r75	0
Vmn1r76	0
Vmn1r77	0
Vmn1r78	0
Vmn1r79	0
Vmn1r8	0
Vmn1r80	0
Vmn1r81	0
Vmn1r82	0
Vmn1r83	0
Vmn1r84	0
Vmn1r85	0
Vmn1r86	0
Vmn1r87	0
Vmn1r88	0
Vmn1r89	0
Vmn1r9	0
Vmn1r90	5
Vmn1r91	0
Vmn1r93	0
Vmn1r94	0
Vmn1r95	0
Vmn2r-ps10	0
Vmn2r-ps104	0
Vmn2r-ps11	0
Vmn2r-ps114	16
Vmn2r-ps115	0
Vmn2r-ps116	0
Vmn2r-ps117	0
Vmn2r-ps118	0
Vmn2r-ps119	0
Vmn2r-ps12	0
Vmn2r-ps120	0
Vmn2r-ps121	0
Vmn2r-ps122	0
Vmn2r-ps123	0
Vmn2r-ps124	0
Vmn2r-ps125	0
Vmn2r-ps126	0
Vmn2r-ps127	0
Vmn2r-ps128	0
Vmn2r-ps129	0
Vmn2r-ps13	0
Vmn2r-ps130	0
Vmn2r-ps131	0
Vmn2r-ps132	0
Vmn2r-ps133	0
Vmn2r-ps134	0
Vmn2r-ps139	0
Vmn2r-ps149	0
Vmn2r-ps15	0
Vmn2r-ps159	0
Vmn2r-ps16	0
Vmn2r-ps17	0
Vmn2r-ps18	2
Vmn2r-ps19	5
